loan_word,original_word,loan_word_ipas,original_word_ipas
जगह,جایگاه,"['/d͡ʒə.ɡɑː/', '/d͡ʒə.ɡəɦ/']","['/d͡ʒɑː(j)ɡɑːh/', '/d͡ʒɒː(j)ɡɒːh/', '/d͡ʒɒː(j)ɡɒːh/', '/d͡ʒɔː(j)ɡɔːh/']"
जज़ा,جزا,"['/d͡ʒə.d͡ʒɑː/', '/d͡ʒə.zɑː/']",[]
जज़ीरा,جزیره,"['/d͡ʒə.d͡ʒiː.ɾɑː/', '/d͡ʒə.ziː.ɾɑː/']","['/d͡ʒaziːɾa/', '/d͡ʒaziːɾa/', '/d͡ʒæziːɾe/', '/d͡ʒaziɾa/']"
जज़्बा,جذبه,[],[]
जदीद,جدید,['/d͡ʒə.d̪iːd̪/'],"['/d͡ʒadiːd/', '/d͡ʒadiːd/', '/d͡ʒædiːd/', '/d͡ʒadid/', '/d͡ʒə.d̪iːd̪/']"
जनाज़ा,جنازه,"['/d͡ʒə.nɑː.d͡ʒɑː/', '/d͡ʒə.nɑː.zɑː/']",[]
जन्नत,جنت,['/d͡ʒən.nət̪/'],['/d͡ʒə.nː.ət̪/']
जमा,جمع,[],"['/d͡ʒa.ma.ʕa/', '/d͡ʒam.ma.ʕa/', '/d͡ʒamʕ/', '/d͡ʒamʔ/', '/d͡ʒamʔ/', '/d͡ʒæmʔ/', '/d͡ʒamʔ/', '/ʒa.maʕ/']"
जमात,جماعت,['/d͡ʒə.mɑːt̪/'],"['/d͡ʒamɑːʔat/', '/d͡ʒamɒːʔat/', '/d͡ʒamɒːat/', '/d͡ʒæmɒːʔæt/', '/d͡ʒɒːmɒːæt/', '/d͡ʒamɔːʔat/', '/d͡ʒə.mɑː.(ʔ)ət̪/', '/d͡ʒə.mɑːt̪/']"
जलवा,جلوه,['/d͡ʒəl.ʋɑː/'],[]
जलाल,جلال,['/d͡ʒə.lɑːl/'],[]
जलालाबाद,جلال‌آباد,['/d͡ʒə.lɑːl.ɑː.bɑːd̪/'],[]
जल्द,جلد,['/d͡ʒəld̪/'],['/d͡ʒild/']
जल्लाद,جلاد,['/d͡ʒəl.lɑːd̪/'],"['/d͡ʒal.laːd/', '/d͡ʒeˈlːɑt/']"
जवान,جوان,['/d͡ʒə.ʋɑːn/'],"['/d͡ʒawɑːn/', '/d͡ʒawɒːn/', '/d͡ʒævɒːn/', '/d͡ʒavɔːn/']"
जवानी,جوانی,['/d͡ʒə.ʋɑː.niː/'],"['/d͡ʒawɑːniː/', '/d͡ʒawɒːniː/', '/d͡ʒævɒːniː/', '/d͡ʒavɔːniː/', '/d͡ʒə.ʋɑː.niː/']"
जवाब,جواب,['/d͡ʒə.ʋɑːb/'],"['/d͡ʒa.waːb/', '/ʒwaːb/', '/ʒawaːb/', '/d͡ʒawɑːb/', '/d͡ʒawɒːb/', '/d͡ʒævɒːb/', '/d͡ʒavɔːb/', '/d͡ʒə.ʋɑːb/']"
जशन,جشن,['/d͡ʒə.ʃən/'],"['/d͡ʒaʃn/', '/d͡ʒaʃn/', '/d͡ʒæʃn/', '/d͡ʒaʃn/', '/d͡ʒə.ʃən/']"
जसूर,جسور,['/d͡ʒə.suːɾ/'],"['/d͡ʒa.suːr/', '/d͡ʒu.suːr/', '/d͡ʒu.suːr/', '/d͡ʒasuːɾ/', '/d͡ʒasuːɾ/', '/d͡ʒæsuːɾ/', '/d͡ʒasuɾ/', '/d͡ʒə.suːɾ/']"
जहाँगीर,جهانگیر,['/d͡ʒə.ɦɑːŋ.ɡiːɾ/'],"['/d͡ʒahɑːnɡiːɾ/', '/d͡ʒahɒːnɡiːɾ/', '/d͡ʒæhɒːnɡiːɾ/', '/d͡ʒahɔːnɡiɾ/']"
जहाज़,جهاز,"['/d͡ʒə.ɦɑːd͡ʒ/', '/d͡ʒə.ɦɑːz/']",[]
जहान,جهان,['/d͡ʒə.ɦɑːn/'],"['/d͡ʒahɑːn/', '/d͡ʒahɒːn/', '/d͡ʒæhɒːn/', '/d͡ʒahɔːn/']"
ज़ंग,زنگ,"['/d͡ʒəŋɡ/', '/zəŋɡ/']",[]
ज़ंजीर,زنجیر,"['/d͡ʒən.d͡ʒiːɾ/', '/zən.d͡ʒiːɾ/']",[]
ज़कात,زکات,"['/d͡ʒə.kɑːt̪/', '/zə.kɑːt̪/']",[]
ज़ख़ीरा,ذخیره,"['/d͡ʒə.kʰiː.ɾɑː/', '/zə.xiː.ɾɑː/']",[]
ज़ख़्म,زخم,"['/d͡ʒəkʰ.mᵊ/', '/zəx.mᵊ/']",['/zəxm/']
ज़नाना,زنانه,"['/d͡ʒə.nɑː.nɑː/', '/zə.nɑː.nɑː/']","['/zanɑːna/', '/zanɒːna/', '/zænɒːne/', '/zanɔːna/']"
ज़फ़र,ظفر,"['/d͡ʒə.pʰəɾ/', '/zə.fəɾ/']","['/ðˤufr/', '/ðˤu.fur/', '/ðˤa.fi.ra/', '/ðˤaf.fa.ra/', '/ðˤa.far/', '/dˤifir/', '/ðˤifir/']"
ज़बान,زبان,"['/d͡ʒə.bɑːn/', '/zə.bɑːn/']","['/zabɑːn/', '/zabɒːn/', '/zæbɒːn/', '/zabɔːn/', '/zʊ.bɑːn/', '/zə.bɑːn/']"
ज़बानी,زبانی,"['/d͡ʒə.bɑː.niː/', '/zə.bɑː.niː/']",[]
ज़ब्त,ضبط,"['/d͡ʒəbt̪/', '/zəbt̪/']","['/dˤa.ba.tˤa/', '/ˈðˤəbːətˤ/', '/ˈdˤa.batˤ/']"
ज़मानत,ضمانت,"['/d͡ʒə.mɑː.nət̪/', '/zə.mɑː.nət̪/']",['/zə.mɑː.nət̪/']
ज़माना,زمانه,"['/d͡ʒə.mɑː.nɑː/', '/zə.mɑː.nɑː/']",[]
ज़मींदार,زمین‌دار,[],[]
ज़मीन,زمین,"['/d͡ʒə.miːn/', '/zə.miːn/']","['/zamiːn/', '/zamiːn/', '/zæmiːn/', '/zamin/', '/zə.miːn/']"
ज़मीनी,زمینی,"['/d͡ʒə.miː.niː/', '/zə.miː.niː/']",[]
ज़र,زر,"['/d͡ʒəɾ/', '/zəɾ/']","['/zirː/', '/zər/', '/zar/', '/zaɾ/', '/zaɾ/', '/zæɾ/', '/zaɾ/', '/zuɾ/', '/zʊɾ/', '/zoɾ/', '/zuɾ/', '/zaɾ/', '/zaɾ/', '/zæɾ/', '/zaɾ/']"
ज़रा,ذره,[],"['/ðarra/', '/zarra/', '/zærre/', '/zarra/']"
ज़रूर,ضرور,"['/d͡ʒə.ɾuːɾ/', '/zə.ɾuːɾ/']",['/zə.ɾuːɾ/']
ज़रूरत,ضرورت,[],[]
ज़रूरी,ضروری,"['/d͡ʒə.ɾuː.ɾiː/', '/zə.ɾuː.ɾiː/']",[]
ज़र्द,زرد,[],[]
ज़र्दा,زرد,[],[]
ज़र्रा,ذره,"['/d͡ʒəɾ.ɾɑː/', '/zəɾ.ɾɑː/']","['/ðarra/', '/zarra/', '/zærre/', '/zarra/']"
ज़लज़ला,زلزله,"['/d͡ʒəl.d͡ʒə.lɑː/', '/zəl.zə.lɑː/']",[]
ज़हमत,زحمت,[],"['/zahmat/', '/zahmat/', '/zæhmæt/', '/zahmat/']"
ज़हर,زهر,"['/d͡ʒə.ɦəɾ/', '/zə.ɦəɾ/']","['/zhar/', '/zahɾ/', '/zahɾ/', '/zæhɾ/', '/zahɾ/']"
ज़हरीली,زهری,"['/d͡ʒəɦ.ɾiː.liː/', '/zəɦ.ɾiː.liː/']",[]
ज़ात,ذات,"['/d͡ʒɑːt̪/', '/zɑːt̪/']","['/ðɑːt/', '/zɒːt/', '/zɒːt/', '/zɔːt/', '/zɑːt̪/']"
ज़ायक़ा,ذائقه,"['/d͡ʒɑːj.kɑː/', '/zɑːj.qɑː/']",[]
ज़ार,زار,[],"['/zaː.ra/', '/zɑːr/', '/zaːr/', '/zaːr/']"
ज़ार-ज़ार,زار زار,[],[]
ज़ाहिर,ظاهر,"['/d͡ʒɑː.ɦɪɾ/', '/zɑː.ɦɪɾ/']","['/zɑːhiɾ/', '/zɒːhɪɾ/', '/zɒːheɾ/', '/zɔːhiɾ/']"
ज़िंदगानी,زندگانی,[],[]
ज़िंदगी,زندگی,"['/d͡ʒɪn.d̪ə.ɡiː/', '/zɪn.d̪ə.ɡiː/']","['/zinda\xa0ɡiː/', '/zɪnda\xa0ɡiː/', '/zende\xa0ɡiː/', '/zinda\xa0ɡiː/', '/zɪn.d̪ə.ɡiː/']"
ज़िंदा,زنده,"['/d͡ʒɪn.d̪ɑː/', '/zɪn.d̪ɑː/']","['/zinda/', '/zɪnda/', '/zende/', '/zinda/']"
ज़िंदाबाद,زنده باد,"['/d͡ʒɪn.d̪ɑː.bɑːd̪/', '/zɪn.d̪ɑː.bɑːd̪/']","['/zinda\xa0bɑːd/', '/zɪnda\xa0bɒːd/', '/zende\xa0bɒːd/', '/zinda\xa0bɔːd/']"
ज़िक्र,ذکر,"['/d͡ʒɪk.ɾᵊ/', '/zɪk.ɾᵊ/']","['/zɪkər/', '/ðakaɾ/', '/zakaɾ/', '/zækæɾ/', '/zakaɾ/', '/zikɾ/', '/zɪkɾ/', '/zekɾ/', '/zikɾ/']"
ज़िद,ضد,"['/d͡ʒɪd̪/', '/zɪd̪/']","['/dˤidd/', '/dˤid.da/', '/dˤadd/', '/zid/', '/zɪd/', '/zed/', '/zid/']"
ज़िना,زنا,[],[]
ज़िम्मेदार,ذمه دار,[],[]
ज़िम्मेदारी,داری,[],[]
ज़िला,ضلع,"['/d͡ʒɪ.lɑː/', '/zɪ.lɑː/']","['/zilʔ/', '/zɪlʔ/', '/zelʔ/', '/zilʔ/']"
ज़ीना,زینه,"['/d͡ʒiː.nɑː/', '/ziː.nɑː/']",[]
ज़ीरा,زیره,"['/d͡ʒiː.ɾɑː/', '/ziː.ɾɑː/']","['/ziːˈɾæ/', '/ziːˈɾe/']"
ज़ुल्फ़,زلف,"['/d͡ʒʊlpʰ/', '/zʊlf/']",[]
ज़ेवर,زیور,"['/d͡ʒeː.ʋəɾ/', '/zeː.ʋəɾ/']",[]
ज़ेहन,ذهن,"['/d͡ʒə.ɦən/', '/zə.ɦən/']","['/ðihn/', '/ðihn/', '/zɪhn/', '/zehn/', '/zehn/']"
ज़ोर,زور,"['/d͡ʒoːɾ/', '/zoːɾ/']","['/zoːɾ/', '/zoːɾ/', '/zuːɾ/', '/zɵːɾ/', '/zawɾ/', '/zawɾ/', '/zowɾ/', '/zavɾ/']"
ज़ोरदार,زوردار,"['/d͡ʒoːɾ.d̪ɑːɾ/', '/zoːɾ.d̪ɑːɾ/']",[]
ज़्यादती,زیادتی,"['/d͡ʒjɑː.d̪ə.t̪iː/', '/zjɑː.d̪ə.t̪iː/']","['/zjɑːd̪.t̪iː/', '/zɪ.jɑːd̪.t̪iː/']"
जाँबाज़,جانباز,"['/d͡ʒɑːm.bɑːd͡ʒ/', '/d͡ʒɑːm.bɑːz/']","['/d͡ʒɑːmbɑːz/', '/d͡ʒɒːmbɒːz/', '/d͡ʒɒːmbɒːz/', '/d͡ʒɔːmbɔːz/']"
जादू,جادو,['/d͡ʒɑː.d̪uː/'],"['/d͡ʒɑːduː/', '/d͡ʒɒːduː/', '/d͡ʒɒːduː/', '/d͡ʒɔːdu/', '/d͡ʒɑː.d̪uː/']"
जादूगर,جادوگر,['/d͡ʒɑː.d̪uː.ɡəɾ/'],[]
जान,جان,"['/d͡ʒɑːn/', '/d͡ʑɑ́ː.nɐ/', '/ˈd͡ʑɑː.n̪ɐ/']","['/d͡ʒɑːn/', '/d͡ʒɒːn/', '/d͡ʒɒːn/', '/d͡ʒuːn/', '/d͡ʒɔːn/']"
जानवर,جانور,['/d͡ʒɑːn.ʋəɾ/'],"['/d͡ʒɑːnwaɾ/', '/d͡ʒɒːnwaɾ/', '/d͡ʒɒːnvæɾ/', '/d͡ʒɔːnvaɾ/', '/d͡ʒɑːn.ʋəɾ/']"
जाम,جام,['/d͡ʒɑːm/'],"['/d͡ʒaːm/', '/d͡ʒɑm/', '/d͡ʒɒːm/']"
जामा,جامه,[],[]
जायज़,جائز,"['/d͡ʒɑː.jəd͡ʒ/', '/d͡ʒɑː.jəz/']",['/d͡ʒaː.ʔiz/']
जायदाद,جاداد,['/d͡ʒɑːj.d̪ɑːd̪/'],[]
जारी,جاری,"['/d͡ʒɑː.ɾiː/', '/d͡ʑa.ɾi/']","['/d͡ʒɑːɾi/', '/d͡ʒɒːɾɪ/', '/d͡ʒɒːɾe/', '/d͡ʒɔːɾi/']"
जाली,جعلی,[],['/d͡ʒɑː.liː/']
जासूस,جاسوس,['/d͡ʒɑː.suːs/'],[]
जाहिल,جاهل,['/d͡ʒɑː.ɦɪl/'],"['/ʒaː.hil/', '/d͡ʒɑːhil/', '/d͡ʒɒːhɪl/', '/d͡ʒɒːhel/', '/d͡ʒɔːhil/']"
जिगर,جگر,[],['/dʒeɡæɾ/']
जिबुती,جیبوتی,['/d͡ʒɪ.bʊ.t̪iː/'],[]
जुदा,جدا,['/d͡ʒʊ.d̪ɑː/'],"['/d͡ʒid.dan/', '/d͡ʒudɑː/', '/d͡ʒʊdɒː/', '/d͡ʒodɒː/', '/d͡ʒudɔː/', '/d͡ʒiddan/', '/d͡ʒɪddan/', '/d͡ʒeddæn/', '/d͡ʒiddan/', '/d͡ʒʊ.d̪ɑː/']"
जुदाई,جدایی,['/d͡ʒʊ.d̪ɑː.iː/'],"['/d͡ʒudɑːjiː/', '/d͡ʒʊdɒːjiː/', '/d͡ʒodɒːjiː/', '/d͡ʒudɔːjiː/']"
जुनून,جنون,['/d͡ʒʊ.nuːn/'],['/dʒonuːn/']
जुमा,جمعه,['/d͡ʒʊ.mɑː/'],"['/d͡ʒumʔa/', '/d͡ʒʊmʔa/', '/d͡ʒʊma/', '/d͡ʒomʔe/', '/d͡ʒome/', '/d͡ʒumʔa/']"
जुर्माना,جرمانه,['/d͡ʒʊɾ.mɑː.nɑː/'],[]
जुस्तजू,جستجو,['/d͡ʒʊs.t̪ə.d͡ʒuː/'],"['/d͡ʒustud͡ʒuː(j)/', '/d͡ʒʊstʊd͡ʒuː(j)/', '/d͡ʒostod͡ʒuː(j)/', '/d͡ʒustud͡ʒɵː(j)/']"
जेब,جیب,['/d͡ʒeːb/'],"['/d͡ʒeːb/', '/d͡ʒeːb/', '/d͡ʒiːb/', '/d͡ʒeb/']"
जोश,جوش,['/d͡ʒoːʃ/'],[]
तंग,تنگ,['/t̪əŋɡ/'],['/t̪əŋɡ/']
तंगी,تنگی,[],[]
तंज़,طنز,"['/t̪ə̃d͡ʒ/', '/t̪ə̃z/']",[]
तंदुरुस्त,تندرست,['/t̪ən.d̪ʊ.ɾʊst̪/'],['/t̪ən.d̪ʊ.ɾʊst̪/']
तंदूर,تنور,[],"['/ta.naw.wa.ra/', '/ta.naw.wur/', '/tan.nuːr/', '/t̪ənur/']"
तंबाकू,تنباکو,[],[]
तंबू,تنبو,['/t̪əm.buː/'],[]
तक़दीर,تقدیر,"['/t̪ək.d̪iːɾ/', '/t̪əq.d̪iːɾ/']","['/taqdiːɾ/', '/taqdiːɾ/', '/tæɢdiːɾ/', '/taqdiɾ/']"
तक़रीबन,تقریباً,"['/t̪ək.ɾiː.bən/', '/t̪əq.ɾiː.bən/']","['/taqɾiːban/', '/taqɾiːban/', '/tæɢɾiːbæn/', '/taqɾiban/', '/t̪əq.ɾiː.bən/']"
तक़सीम,تقسیم,"['/t̪ək.siːm/', '/t̪əq.siːm/']","['/taqsiːm/', '/taqsiːm/', '/tæɢsiːm/', '/taqsim/']"
तक़ाज़ा,تقاضا,"['/t̪ə.kɑː.d͡ʒɑː/', '/t̪ə.qɑː.zɑː/']",[]
तख़्त,تخت,"['/t̪əkʰt̪/', '/t̪əxt̪/']","['/taxt/', '/taxᵊt/', '/taxt/', '/taxt/', '/tæxt/', '/taxt/']"
तख़्ता,تخته,[],"['/taxta/', '/taxta/', '/tæxte/', '/taxta/']"
तजल्ली,تجلّی,['/t̪ə.d͡ʒəl.liː/'],[]
तजुर्बा,تجربه,['/t̪ə.d͡ʒʊɾ.bɑː/'],"['/tad͡ʒɾuba~tad͡ʒɾiba/', '/tad͡ʒɾʊba~tad͡ʒɾɪba/', '/tæd͡ʒɾobe~tæd͡ʒɾebe/', '/tad͡ʒɾuba~tad͡ʒɾiba/']"
तनख़्वाह,تنخواه,"['/t̪ən.kʰʋɑːɦ/', '/t̪ən.xʋɑːɦ/', '/t̪ən.kʰɑːɦ/', '/t̪ən.xɑːɦ/']",[]
तनहा,تنها,[],"['/tanhɑː/', '/tanhɒː/', '/tænhɒː/', '/tanhɔː/']"
तनहाई,تنهایی,['/t̪ən.ɦɑː.iː/'],[]
तना,تنه,"['/t̪ə.nɑː/', '/tɐ.nɑː/', '/ˈt̪ɐ.n̪ɑː/']",[]
तनूर,تنور,[],"['/ta.naw.wa.ra/', '/ta.naw.wur/', '/tan.nuːr/', '/t̪ənur/']"
तपेदिक़,تپ دیق,"['/t̪ə.peː.d̪ɪk/', '/t̪ə.peː.d̪ɪq/']",[]
तबदील,تبدیل,['/t̪əb.d̪iːl/'],"['/tabdiːl/', '/tabdiːl/', '/tæbdiːl/', '/tabdil/']"
तबाह,تباه,['/t̪ə.bɑːɦ/'],"['/tabɑːh/', '/tabɒːh/', '/tæbɒːh/', '/tabɔːh/']"
तबाही,تباهی,['/t̪ə.bɑː.ɦiː/'],"['/tabɑːhiː/', '/tabɒːhiː/', '/tæbɒːhiː/', '/tabɔːhiː/']"
तबीब,طبیب,['/t̪ə.biːb/'],[]
तबीयत,طبیعت,['/t̪ə.biː.jət̪/'],['/t̪ə.biː.jət̪/']
तमंचा,تمنچه,['/t̪ə.mən.t͡ʃɑː/'],['/t̪ə.mən.t͡ʃɑː/']
तमग़ा,تمغا,"['/t̪əm.ɡɑː/', '/t̪əm.ɣɑː/']","['/tɑmˈɡɑ/', '/dɑmˈɡɑ/']"
तमन्ना,تمنا,['/t̪ə.mən.nɑː/'],['/t̪ə.mən.nɑː/']
तमाचा,تبانجه,['/t̪ə.mɑː.t͡ʃɑː/'],[]
तमाम,تمام,['/t̪ə.mɑːm/'],"['/ˈt̪ə.mɑm/', '/tamɑːm/', '/tamɒːm/', '/tæmɒːm/', '/tamɔːm/', '/ta.maːm/', '/t̪ə.mɑːm/']"
तमीज़,تمیز,"['/t̪ə.miːd͡ʒ/', '/t̪ə.miːz/']","['/tamiːz/', '/tamiːz/', '/tæmiːz/', '/tamiz/', '/t̪ə.miːz/']"
तर,تر,['/t̪əɾ/'],['/tɪɾ/']
तरक़्क़ी,ترقی,"['/t̪ə.ɾək.kiː/', '/t̪ə.ɾəq.qiː/']",[]
तरतीब,ترتیب,['/t̪əɾ.t̪iːb/'],[]
तरफ़दार,طرفدار,"['/t̪ə.ɾəpʰ.d̪ɑːɾ/', '/t̪ə.ɾəf.d̪ɑːɾ/']","['/taɾafdɑːɾ/', '/taɾafdɒːɾ/', '/tæɾæfdɒːɾ/', '/taɾafdɔːɾ/']"
तरबूज़,تربز,"['/t̪əɾ.buːd͡ʒ/', '/t̪əɾ.buːz/']",[]
तरबूज़ा,تربزه,"['/t̪əɾ.buː.d͡ʒɑː/', '/t̪əɾ.buː.zɑː/']",[]
तराज़ू,ترازو,"['/t̪ə.ɾɑː.d͡ʒuː/', '/t̪ə.ɾɑː.zuː/']","['/taɾɑːzuː/', '/taɾɒːzuː/', '/tæɾɒːzuː/', '/taɾɔːzu/']"
तराना,ترانه,['/t̪ə.ɾɑː.nɑː/'],['/t̪ə.ɾɑː.nə/']
तराशा,تراشه,['/t̪ə.ɾɑː.ʃɑː/'],[]
तरोताज़ा,تر و تازه,"['/t̪ə.ɾoː.t̪ɑː.d͡ʒɑː/', '/t̪ə.ɾoː.t̪ɑː.zɑː/']",[]
तर्ज़,طرز,"['/t̪əɾd͡ʒ/', '/t̪əɾz/']",['/tˤar.ra.za/']
तर्जुमा,ترجمه,['/t̪əɾ.d͡ʒʊ.mɑː/'],"['/taɾd͡ʒuma/', '/taɾd͡ʒʊma/', '/tæɾd͡ʒome/', '/taɾd͡ʒuma/']"
तर्जुमान,ترجمان,['/t̪əɾ.d͡ʒʊ.mɑːn/'],"['/tur.ʒmaːn/', '/tar.ʒmaːn/', '/t̪əɾ.d͡ʒʊ.mɑːn/']"
तलाक़,طلاق,"['/t̪ə.lɑːk/', '/t̪ə.lɑːq/']","['/tˤa.laːq/', '/tˤlaːq/', '/talɑːq/', '/talɒːq/', '/tælɒːɢ/', '/talɔːq/', '/t̪ə.lɑːq/']"
तल्ख़,تلخ,"['/t̪əlkʰ/', '/t̪əlx/']","['/tælx/', '/t̪əl̪x/', '/t̪əl̪əx/']"
तल्ख़ी,تلخی,"['/t̪əl.kʰiː/', '/t̪əl.xiː/']",['/t̪əl.xiː/']
तवज्जो,تَوَجُّه,['/t̪ə.ʋəd͡ʒ.d͡ʒoː/'],"['/ta.wad͡ʒ.d͡ʒa.ha/', '/tawadd͡ʒuh/', '/tawadd͡ʒʊh/', '/tævædd͡ʒoh/', '/tavadd͡ʒɵːh/', '/twaʒ.ʒah/']"
तशद्दुद,تشدد,['/t̪ə.ʃəd̪.d̪ʊd̪/'],[]
तश्तरी,تشت,['/t̪əʃ.t̪ə.ɾiː/'],[]
तसमा,تسمه,['/t̪əs.mɑː/'],[]
तसल्ली,تسلی,['/t̪ə.səl.liː/'],[]
तस्दीक़,تصدیق,"['/t̪əs.d̪iːk/', '/t̪əs.d̪iːq/']",[]
तस्वीर,تصویر,['/t̪əs.ʋiːɾ/'],"['/taswiːɾ/', '/taswiːɾ/', '/tæsviːɾ/', '/tasviɾ/']"
तह,ته,['/t̪ɛɦ/'],"['/ta/', '/tə/', '/tah/', '/tah/', '/tæh/', '/tah/']"
तहसील,تحصیل,['/t̪əɦ.siːl/'],"['/tahsiːl/', '/tahsiːl/', '/tæhsiːl/', '/tahsil/']"
ताक़त,طاقت,"['/t̪ɑː.kət̪/', '/t̪ɑː.qət̪/']","['/tɑːqat/', '/tɒːqat/', '/tɒːɢæt/', '/tɔːqat/']"
ताकि,تا که,['/t̪ɑː.kiː/'],[]
ताज,تاج,['/t̪ɑːd͡ʒ/'],"['/taːd͡ʒ/', '/tɑːd͡ʒ/', '/tɒːd͡ʒ/', '/tɒːd͡ʒ/', '/tɔːd͡ʒ/']"
ताजपोशी,تاج,['/t̪ɑːd͡ʒ.poː.ʃiː/'],"['/taːd͡ʒ/', '/tɑːd͡ʒ/', '/tɒːd͡ʒ/', '/tɒːd͡ʒ/', '/tɔːd͡ʒ/']"
ताज़ा,تازه,"['/t̪ɑː.d͡ʒɑː/', '/t̪ɑː.zɑː/']","['/tɑːza/', '/tɒːza/', '/tɒːze/', '/tɔːza/']"
तादाद,تعداد,['/t̪ɑː.d̪ɑːd̪/'],"['/tiʔdɑːd/', '/tɪʔdɒːd/', '/teʔdɒːd/', '/teʔdɔːd/', '/t̪ɑː.d̪ɑːd̪/', '/t̪ə.(ʔ)d̪ɑːd̪/']"
ताबूत,تابوت,[],['/taː.buːt/']
तार,تار,[],"['/tɑːɾ/', '/tɒːɾ/', '/tɒːɾ/', '/tɔːɾ/', '/taːr/', '/t̪ɑːɾ/']"
तारीख़,تاریخ,"['/t̪ɑː.ɾiːkʰ/', '/t̪ɑː.ɾiːx/']","['/tɑːɾiːx/', '/tɒːɾiːx/', '/tɒːɾiːx/', '/tɔːɾix/']"
तालाब,تالاب,['/t̪ɑː.lɑːb/'],[]
तालीम,تعلیم,"['/t̪ɑː.liːm/', '/t̪a.lim/']",['/tæʔlim/']
ताल्लुक़,تعلق,"['/t̪ɑːl.lʊk/', '/t̪ɑːl.lʊq/']","['/taʔalluq/', '/taʔallʊq/', '/tæʔælloɢ/', '/taʔalluq/', '/tʕal.laʔ/']"
ताशकंद,تاشکند,['/t̪ɑːʃ.kənd̪/'],[]
तिजारत,تجارت,[],[]
तीर,تیر,['/t̪iːɾ/'],[]
तीरंदाज़,تیرانداز,"['/t̪iː.ɾən.d̪ɑːd͡ʒ/', '/t̪iː.ɾən.d̪ɑːz/']",[]
तीरंदाज़ी,تیراندازی,"['/t̪iː.ɾən.d̪ɑː.d͡ʒiː/', '/t̪iː.ɾən.d̪ɑː.ziː/']",[]
तुक्का,تکه,['/t̪ʊk.kɑː/'],[]
तुग़लक़,تغلق,"['/t̪ʊɡ.lək/', '/t̪ʊɣ.ləq/']",[]
तुर्क,ترک,['/t̪ʊɾk/'],"['/taɾk/', '/taɾk/', '/tæɾk/', '/taɾk/', '/tuɾk/', '/tʊɾk/', '/toɾk/', '/tuɾk/']"
तुर्किस्तान,ترکستان,['/t̪ʊɾ.kɪs.t̪ɑːn/'],[]
तुर्की,ترکی,['/t̪ʊɾ.kiː/'],['/t̪ʊɾ.kiː/']
तूफ़ान,طوفان,"['/t̪uː.pʰɑːn/', '/t̪uː.fɑːn/']","['/tˤuː.faːn/', '/tuːfɑːn/', '/tuːfɒːn/', '/tuːfɒːn/', '/tufɔːn/', '/t̪ʊ.fɑː.nᵊ/', '/t̪uː.fɑːn/']"
तेज़,تیز,[],"['/teːz/', '/teːz/', '/tiːz/', '/tez/', '/t̪eːz/']"
तेज़ाब,تیزاب,"['/t̪eː.d͡ʒɑːb/', '/t̪eː.zɑːb/']","['/teːzɑːb/', '/teːzɒːb/', '/tiːzɒːb/', '/tezɔːb/', '/t̪eːˈzaːb/']"
तेहरान,تهران,['/t̪eːɦ.ɾɑːn/'],"['/tahɾɑːn/', '/tahɾɒːn/', '/tæhɾɒːn/', '/tahɾɔːn/', '/tehɾɒːn/']"
तैयार,تیار,[],[]
तोती,طوطی,['/t̪oː.t̪iː/'],[]
तोप,توپ,[],"['/toːp/', '/toːp/', '/tuːp/', '/tɵːp/']"
तोपची,توپچی,['/t̪oːp.t͡ʃiː/'],[]
तोहफ़ा,تحفه,"['/t̪oːɦ.pʰɑː/', '/t̪oːɦ.fɑː/']","['/tuhfa/', '/tʊhfa/', '/tohfe/', '/tɵːhfa/']"
तौहीन,توهین,['/t̪ɔː.ɦiːn/'],[]
दंग,دنگ,['/d̪əŋɡ/'],['/donɡ/']
दंगल,دنگل,['/d̪əŋ.ɡəl/'],[]
दंगा,دنگل,['/d̪əŋ.ɡɑː/'],[]
दंदान,دندان,['/d̪ən.d̪ɑːn/'],"['/dandɑːn/', '/dandɒːn/', '/dændɒːn/', '/dandɔːn/', '/dændɒːn/', '/dendɒːn/']"
दफ़तर,دفتر,"['/d̪əpʰ.t̪əɾ/', '/d̪əf.t̪əɾ/']","['/daf.tar/', '/dæf.tær/']"
दफ़ा,دفاع,"['/d̪ə.pʰɑː/', '/d̪ə.fɑː/']","['/di.faːʕ/', '/difɑːʔ/', '/dɪfɒːʔ/', '/defɒːʔ/', '/difɔʔ/']"
दफ़्तर,دفتر,[],"['/daf.tar/', '/dæf.tær/']"
दम,دم,"['/d̪əm/', '/d̪ə.mᵊ/', '/d̪əm/', '/d̪əm/', '/dɐ́.mɐ/', '/ˈd̪ɐ.mɐ/']","['/dam.ma/', '/damm/', '/dam/', '/dimm/', '/dum/', '/damː/', '/dum/', '/dʊm/', '/dom/', '/dum/', '/dam/', '/dam/', '/dæm/', '/dam/', '/dam/', '/dam/', '/dæm/', '/dam/']"
दमिश्क़,دمشق,"['/d̪ə.mɪʃk/', '/d̪ə.mɪʃq/']",['/d̪ə.mɪʃq/']
दर,در,['/d̪əɾ/'],"['/dar/', '/daɾ/', '/daɾ/', '/dæɾ/', '/daɾ/', '/dæɾ/', '/deɾ/', '/dor/']"
दरअसल,در اصل,['/d̪ə.ɾə.səl/'],[]
